id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnología,respuesta_texto,nivel_madurez,recomendacion_principal
"DIAG_2105,Tecnología,Mediana,0.33,12000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
DIAG_2106,Retail,Mediana,0.65,138000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2107,Retail,Pequeña,0.69,77000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_2108,Manufactura,Pequeña,0.17,8000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_2109,Servicios,Pequeña,0.56,116000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2110,Servicios,Mediana,0.44,26000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_2111,Manufactura,Pequeña,0.11,2000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
"DIAG_2112,Retail,Mediana,0.44,47000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_2113,Servicios,Mediana,0.74,127000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2114,Manufactura,Pequeña,0.28,13000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2115,Servicios,Grande,0.22,20000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_2116,Servicios,Micro,0.1,3000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2117,Manufactura,Micro,0.37,11000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_2118,Servicios,Grande,0.5,23000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
DIAG_2119,Manufactura,Mediana,0.57,115000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2120,Retail,Mediana,0.79,56000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_2121,Manufactura,Micro,0.12,9000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_2122,Retail,Pequeña,0.79,149000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2123,Retail,Pequeña,0.39,41000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2124,Manufactura,Micro,0.78,123000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2125,Servicios,Grande,0.94,220000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_2126,Retail,Micro,0.31,37000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_2127,Servicios,Micro,0.05,4000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2128,Tecnología,Mediana,0.73,117000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_2129,Tecnología,Micro,0.02,1000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_2130,Tecnología,Micro,0.08,1000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_2131,Manufactura,Micro,0.04,10000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_2132,Retail,Mediana,0.76,69000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2133,Retail,Grande,0.65,106000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2134,Tecnología,Micro,0.48,16000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2135,Retail,Pequeña,0.65,127000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2136,Manufactura,Grande,0.44,17000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2137,Tecnología,Mediana,0.61,80000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2138,Servicios,Pequeña,0.01,1000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_2139,Servicios,Micro,0.4,30000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2140,Servicios,Pequeña,0.6,107000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2141,Manufactura,Grande,0.63,60000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2142,Servicios,Micro,0.37,49000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2143,Servicios,Mediana,0.36,12000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2144,Tecnología,Mediana,0.69,144000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2145,Tecnología,Micro,0.32,32000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2146,Tecnología,Grande,0.65,137000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2147,Retail,Micro,0.19,4000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2148,Tecnología,Pequeña,0.26,50000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2149,Tecnología,Grande,0.98,209000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_2150,Tecnología,Pequeña,0.5,34000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2151,Manufactura,Grande,0.25,48000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2152,Manufactura,Grande,0.84,484000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
"DIAG_2153,Manufactura,Grande,0.88,361000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado."
DIAG_2154,Retail,Grande,0.38,50000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2155,Tecnología,Grande,0.7,78000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_2156,Tecnología,Micro,0.18,8000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_2157,Manufactura,Pequeña,0.49,35000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2158,Manufactura,Mediana,0.53,65000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2159,Retail,Micro,0.26,43000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_2160,Servicios,Grande,0.82,169000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling."
DIAG_2161,Retail,Micro,0.27,49000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2162,Retail,Grande,0.7,114000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2163,Retail,Pequeña,0.51,51000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2164,Manufactura,Mediana,0.61,75000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2165,Tecnología,Grande,0.83,299000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
"DIAG_2166,Retail,Pequeña,0.3,38000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
"DIAG_2167,Servicios,Micro,0.12,5000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2168,Retail,Mediana,0.53,58000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2169,Tecnología,Pequeña,0.31,19000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2170,Retail,Micro,0.2,13000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_2171,Tecnología,Pequeña,0.11,2000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_2172,Servicios,Grande,0.41,34000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2173,Retail,Grande,0.87,475000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2174,Retail,Grande,0.57,86000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2175,Retail,Grande,0.98,338000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
"DIAG_2176,Servicios,Mediana,0.21,36000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
DIAG_2177,Retail,Grande,0.97,330000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2178,Servicios,Grande,0.89,381000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_2179,Servicios,Grande,0.6,135000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_2180,Retail,Pequeña,0.41,46000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_2181,Manufactura,Grande,0.61,89000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_2182,Retail,Grande,0.11,8000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
"DIAG_2183,Servicios,Micro,0.04,9000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2184,Servicios,Grande,0.99,162000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_2185,Servicios,Pequeña,0.8,137000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2186,Retail,Grande,0.83,312000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2187,Retail,Grande,0.92,463000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2188,Tecnología,Micro,0.23,10000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2189,Tecnología,Mediana,0.59,95000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_2190,Retail,Pequeña,0.17,6000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_2191,Manufactura,Grande,0.87,239000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
"DIAG_2192,Tecnología,Pequeña,0.25,17000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
DIAG_2193,Servicios,Pequeña,0.41,27000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_2194,Retail,Micro,0.18,2000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_2195,Retail,Grande,0.61,71000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2196,Manufactura,Grande,0.63,52000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2197,Manufactura,Mediana,0.77,58000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2198,Manufactura,Grande,0.53,135000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2199,Manufactura,Mediana,0.31,41000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2200,Servicios,Pequeña,0.76,74000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2201,Tecnología,Grande,0.47,13000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2202,Manufactura,Mediana,0.8,93000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_2203,Servicios,Micro,0.11,3000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2204,Tecnología,Micro,0.31,40000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2205,Tecnología,Mediana,0.87,412000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_2206,Servicios,Grande,0.54,94000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2207,Retail,Grande,0.85,380000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2208,Tecnología,Mediana,0.21,18000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2209,Tecnología,Pequeña,0.55,58000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2210,Retail,Micro,0.2,10000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_2211,Manufactura,Micro,0.37,39000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
"DIAG_2212,Manufactura,Micro,0.01,3000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_2213,Tecnología,Pequeña,0.72,61000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2214,Retail,Pequeña,0.42,34000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2215,Retail,Grande,0.71,113000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2216,Retail,Grande,0.95,453000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2217,Tecnología,Grande,0.65,60000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2218,Retail,Mediana,0.76,123000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_2219,Tecnología,Micro,0.04,6000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_2220,Retail,Pequeña,0.39,47000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2221,Servicios,Mediana,0.63,94000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_2222,Tecnología,Mediana,0.15,2000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_2223,Servicios,Mediana,0.39,37000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_2224,Servicios,Micro,0.06,6000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2225,Tecnología,Mediana,0.64,145000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2226,Manufactura,Grande,0.73,90000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_2227,Retail,Pequeña,0.21,32000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_2228,Servicios,Mediana,0.34,39000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2229,Retail,Grande,0.78,67000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2230,Servicios,Pequeña,0.31,37000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_2231,Retail,Pequeña,0.04,1000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_2232,Retail,Mediana,0.84,404000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2233,Manufactura,Mediana,0.56,127000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2234,Servicios,Grande,0.9,490000000,El equipo es autónomo y la analítica nos guía en cada decisión. Nos gustaría mejorar pronto.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
"DIAG_2235,Tecnología,Micro,0.14,10000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_2236,Retail,Grande,0.88,156000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_2237,Retail,Mediana,0.41,37000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_2238,Retail,Mediana,0.14,3000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
"DIAG_2239,Servicios,Micro,0.09,7000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_2240,Manufactura,Pequeña,0.39,40000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_2241,Manufactura,Mediana,0.18,6000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
"DIAG_2242,Retail,Pequeña,0.35,40000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_2243,Manufactura,Micro,0.73,129000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2244,Servicios,Grande,0.81,349000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_2245,Manufactura,Pequeña,0.45,13000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_2246,Retail,Micro,0.07,10000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_2247,Retail,Mediana,0.65,90000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2248,Retail,Pequeña,0.29,13000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_2249,Retail,Mediana,0.44,37000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
"DIAG_2250,Tecnología,Mediana,0.04,5000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_2251,Servicios,Micro,0.64,68000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2252,Servicios,Pequeña,0.43,16000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2253,Servicios,Mediana,0.71,108000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2254,Retail,Mediana,0.54,91000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2255,Manufactura,Pequeña,0.45,34000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2256,Servicios,Mediana,0.55,128000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
